ID,FECHA_UTC,HORA_UTC,FECHA_CORTE,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,EPICENTRO,DEPARTAMENTO
18179,20151212,035406,20223006,-16.041,-73.0983,96,4.7,PERU,AREQUIPA
18180,20151212,194033,20223006,-8.7958,-80.6321,28,4.5,OCEANO,MAR
18181,20151213,050239,20223006,-8.9331,-79.748,11,4.6,OCEANO,MAR
18182,20151213,191107,20223006,-9.9072,-76.3849,13,4.9,PERU,HUANUCO
18183,20151214,061034,20223006,-8.7474,-79.9309,9,4.5,OCEANO,MAR
18184,20151214,081148,20223006,-15.483,-72.1826,144,4.5,PERU,AREQUIPA
18185,20151215,102024,20223006,-14.2956,-74.8889,121,4.9,PERU,AYACUCHO
18186,20151215,113312,20223006,-15.4921,-71.0553,199,4.7,PERU,AREQUIPA
18187,20151215,235004,20223006,-15.9665,-75.0848,33,4.5,OCEANO,MAR
18188,20151216,053425,20223006,-15.7476,-75.2126,22,4.9,OCEANO,MAR
18189,20151216,062327,20223006,-15.3084,-72.0398,148,4.5,PERU,AREQUIPA
18190,20151216,081552,20223006,-15.0768,-73.9253,102,4.7,PERU,AYACUCHO
18191,20151216,095723,20223006,-14.0352,-73.2446,96,4.5,PERU,APURIMAC
18192,20151217,015424,20223006,-18.3963,-71.4541,8,4.9,OCEANO,MAR
18193,20151217,052926,20223006,-14.9217,-72.0257,141,4.6,PERU,AREQUIPA
18194,20151217,070246,20223006,-8.6799,-79.9732,0,4.7,OCEANO,MAR
18195,20151217,075652,20223006,-5.8373,-80.9759,0,4.7,OCEANO,MAR
18196,20151217,084406,20223006,-8.3334,-79.7245,43,4.7,OCEANO,MAR
18197,20151217,090131,20223006,-17.9702,-70.2548,115,4.9,PERU,TACNA
18198,20151217,150650,20223006,-15.1774,-73.5212,109,4.9,PERU,AYACUCHO
18199,20151217,214753,20223006,-2.9714,-80.4213,63,4.5,OCEANO,MAR
18200,20151219,012620,20223006,-18.2405,-71.3756,22,4.6,OCEANO,MAR
18201,20151219,042525,20223006,-11.0846,-71.0143,601,4,PERU,MADRE DE DIOS
18202,20151219,054051,20223006,-10.1111,-75.7029,63,4.6,PERU,HUANUCO
18203,20151219,075213,20223006,-7.9647,-79.815,33,4.9,OCEANO,MAR
18204,20151219,091823,20223006,-15.963,-72.6394,115,5,PERU,AREQUIPA
18205,20151219,121215,20223006,-16.774,-70.5528,17,4.8,PERU,MOQUEGUA
18206,20151220,000830,20223006,-9.3034,-72.6555,144,5,BRASIL,BRASIL
18207,20151220,234429,20223006,-10.8709,-74.7348,7,4.5,PERU,JUNIN
18208,20151221,021140,20223006,-9.8793,-80.0081,8,4.9,OCEANO,MAR
18209,20151222,203416,20223006,-15.1499,-72.9469,118,5.3,PERU,AREQUIPA
18210,20151223,023421,20223006,-5.682,-74.6504,43,5.5,PERU,LORETO
18211,20151223,041442,20223006,-15.2059,-74.9412,59,5.3,PERU,ICA
18212,20151223,053841,20223006,-9.633,-75.8812,3,4.9,PERU,HUANUCO
18213,20151223,210204,20223006,-7.0784,-77.0363,18,4.6,PERU,SAN MARTIN
18214,20151224,032642,20223006,-13.3735,-72.3595,49,4.5,PERU,CUSCO
18215,20151224,131231,20223006,-16.1882,-74.2866,19,4.8,OCEANO,MAR
18216,20151224,224210,20223006,-13.5385,-72.6112,10,4.5,PERU,CUSCO
18217,20151225,023259,20223006,-15.6627,-72.0961,19,4.5,PERU,AREQUIPA
18218,20151225,053300,20223006,-14.9143,-73.6102,110,5,PERU,AYACUCHO
18219,20151225,065807,20223006,-10.8064,-78.4637,31,5,OCEANO,MAR
18220,20151225,080115,20223006,-16.8187,-72.6742,47,4.5,OCEANO,MAR
18221,20151226,114217,20223006,-18.3677,-70.1629,24,4.5,PERU,CHILE
18222,20151226,154635,20223006,-9.7635,-75.9496,6,4.5,PERU,HUANUCO
18223,20151226,194046,20223006,-7.4893,-79.9739,41,4.6,OCEANO,MAR
18224,20151226,220453,20223006,-14.9556,-72.0326,131,4.8,PERU,AREQUIPA
18225,20151228,031056,20223006,-15.5419,-73.4109,107,4.6,PERU,AREQUIPA
18226,20151228,060306,20223006,-15.7671,-71.7349,148,4.7,PERU,AREQUIPA
18227,20151228,070507,20223006,-18.294,-71.8601,29,4.5,OCEANO,MAR
18228,20151228,093812,20223006,-5.9071,-77.2801,27,4.7,PERU,SAN MARTIN
18229,20151228,154637,20223006,-3.8434,-80.6187,29,4.7,PERU,TUMBES
18230,20151229,045931,20223006,-13.7473,-76.4634,58,4.8,OCEANO,MAR
18231,20151229,092805,20223006,-7.3275,-74.7588,182,5.2,PERU,LORETO
18232,20151230,042231,20223006,-2.4881,-77.0626,177,4.8,ECUADOR,ECUADOR
18233,20151230,113828,20223006,-14.9379,-75.2598,48,4.5,PERU,ICA
18234,20151230,161851,20223006,-15.8723,-72.0236,139,4.7,PERU,AREQUIPA
18235,20151231,105945,20223006,-5.0399,-80.2095,48,4.8,PERU,PIURA
18236,20160101,022604,20223006,-6.3581,-80.8043,28,4.6,OCEANO,MAR
18237,20160101,041855,20223006,-8.966,-79.1276,40,4.8,OCEANO,MAR
18238,20160101,105152,20223006,-8.1201,-79.7685,34,4.9,OCEANO,MAR
18239,20160102,005535,20223006,-10.3774,-75.4678,11,4.8,PERU,PASCO
18240,20160103,040950,20223006,-17.2066,-69.9788,207,4.5,PERU,TACNA
18241,20160103,110834,20223006,-10.7827,-70.7808,633,4.3,PERU,MADRE DE DIOS
18242,20160103,184553,20223006,-7.1573,-76.6896,144,5.3,PERU,SAN MARTIN
18243,20160104,080758,20223006,-4.5281,-77.0203,142,4.7,PERU,LORETO
18244,20160104,190150,20223006,-9.7399,-78.7325,36,5,OCEANO,MAR
18245,20160105,022517,20223006,-8.0464,-74.4788,182,5.3,PERU,UCAYALI
18246,20160105,032104,20223006,-5.5172,-76.4326,131,4.5,PERU,LORETO
18247,20160105,035334,20223006,-6.4643,-79.9416,64,4.5,PERU,LAMBAYEQUE
18248,20160105,051436,20223006,-7.1193,-78.5569,10,4.9,PERU,CAJAMARCA
18249,20160105,062311,20223006,-7.2486,-78.6759,111,4.6,PERU,CAJAMARCA
18250,20160105,082235,20223006,-8.1015,-80.0767,30,5.1,OCEANO,MAR
18251,20160106,020020,20223006,-14.9198,-75.9983,17,4.7,OCEANO,MAR
18252,20160106,021328,20223006,-18.2159,-71.4216,10,4.7,OCEANO,MAR
18253,20160107,145542,20223006,-6.7345,-77.1824,21,5.1,PERU,SAN MARTIN
18254,20160107,223303,20223006,-6.1995,-76.7544,140,4.6,PERU,SAN MARTIN
18255,20160108,021723,20223006,-13.2916,-70.6216,41,5,PERU,CUSCO
18256,20160108,031416,20223006,-13.2673,-69.711,123,5.3,PERU,MADRE DE DIOS
18257,20160108,153445,20223006,-7.7034,-74.4887,176,4.5,PERU,UCAYALI
18258,20160108,162530,20223006,-6.8294,-80.4328,52,4.5,OCEANO,MAR
18259,20160108,210459,20223006,-16.118,-71.9789,19,4.8,PERU,AREQUIPA
18260,20160109,051058,20223006,-5.4854,-76.3876,79,4.6,PERU,LORETO
18261,20160109,102522,20223006,-14.9842,-71.4905,172,4.8,PERU,AREQUIPA
18262,20160110,004645,20223006,-6.6543,-79.9476,54,4.7,PERU,LAMBAYEQUE
18263,20160110,021900,20223006,-4.5262,-77.811,12,4.6,PERU,AMAZONAS
18264,20160110,032917,20223006,-6.7552,-77.1815,11,5.3,PERU,SAN MARTIN
18265,20160110,085748,20223006,-14.8041,-75.525,46,4.7,PERU,ICA
18266,20160110,163520,20223006,-16.3868,-72.3877,115,4.5,PERU,AREQUIPA
18267,20160110,164159,20223006,-9.6555,-78.8761,49,4.5,OCEANO,MAR
18268,20160111,003610,20223006,-10.7856,-78.5642,27,4.8,OCEANO,MAR
18269,20160111,095833,20223006,-11.5257,-73.1383,33,4.9,PERU,CUSCO
18270,20160111,222327,20223006,-15.6611,-72.1527,13,4.5,PERU,AREQUIPA
18271,20160112,115056,20223006,-9.1106,-74.9694,114,4.2,PERU,HUANUCO
18272,20160112,140952,20223006,-15.5237,-70.7563,222,4.9,PERU,PUNO
18273,20160112,191219,20223006,-16.4757,-72.7412,58,4.8,PERU,AREQUIPA
18274,20160112,202359,20223006,-14.6896,-73.6901,114,4.5,PERU,AYACUCHO
18275,20160113,001521,20223006,-5.9329,-77.5106,113,4.5,PERU,SAN MARTIN
18276,20160113,040220,20223006,-4.8593,-80.9689,40,4.6,PERU,PIURA
18277,20160113,070944,20223006,-7.9231,-74.6404,151,5,PERU,LORETO
18278,20160113,073006,20223006,-5.9532,-81.0986,8,4.9,PERU,PIURA
18279,20160113,075238,20223006,-16.2329,-73.7889,44,4.8,OCEANO,MAR
18280,20160113,082208,20223006,-17.9263,-70.8839,49,5.1,PERU,TACNA
18281,20160113,090221,20223006,-7.3751,-75.9512,133,4.5,PERU,LORETO
18282,20160113,104121,20223006,-16.4367,-74.0206,9,4.8,OCEANO,MAR
18283,20160113,134530,20223006,-5.3839,-80.2549,79,4.8,PERU,PIURA
18284,20160113,200532,20223006,-15.5007,-75.4463,25,4.5,OCEANO,MAR
18285,20160114,043901,20223006,-6.0924,-76.7157,126,4.6,PERU,SAN MARTIN
18286,20160114,060549,20223006,-16.1057,-71.9867,12,4.6,PERU,AREQUIPA
18287,20160114,070311,20223006,-6.0689,-76.5709,96,4.5,PERU,SAN MARTIN
18288,20160114,073546,20223006,-10.0293,-75.7289,17,4.9,PERU,HUANUCO
18289,20160114,113409,20223006,-6.1098,-76.9042,22,4.5,PERU,SAN MARTIN
18290,20160114,114834,20223006,-5.904,-76.558,98,4.8,PERU,LORETO
18291,20160114,132638,20223006,-5.9851,-76.663,130,4.7,PERU,LORETO
18292,20160114,152210,20223006,-6.0392,-76.697,158,4.6,PERU,SAN MARTIN
18293,20160114,174302,20223006,-16.4136,-73.5862,8,5.3,OCEANO,MAR
18294,20160114,183055,20223006,-15.6486,-72.136,12,5,PERU,AREQUIPA
18295,20160115,030215,20223006,-7.6278,-81.1498,20,4.5,OCEANO,MAR
18296,20160115,095610,20223006,-9.3574,-74.8331,13,4.6,PERU,HUANUCO
18297,20160115,122403,20223006,-5.771,-77.3984,22,4.5,PERU,SAN MARTIN
18298,20160116,052533,20223006,-17.6025,-71.2687,39,4.6,PERU,MOQUEGUA
18299,20160116,102808,20223006,-10.5446,-74.2493,156,4.8,PERU,PASCO
18300,20160116,105909,20223006,-3.9209,-81.2274,33,4.9,OCEANO,MAR
18301,20160116,213914,20223006,-7.7883,-80.2365,39,5,OCEANO,MAR
18302,20160116,233155,20223006,-8.1358,-74.6087,168,4.5,PERU,UCAYALI
18303,20160117,023134,20223006,-13.0696,-75.0124,94,4.6,PERU,HUANCAVELICA
18304,20160117,091704,20223006,-17.6078,-70.344,134,4.6,PERU,TACNA
18305,20160118,012838,20223006,-6.0285,-75.1406,47,4.8,PERU,LORETO
18306,20160119,011138,20223006,-8.2046,-74.4608,169,5.4,PERU,UCAYALI
18307,20160119,020432,20223006,-14.0488,-73.0141,115,5.6,PERU,APURIMAC
18308,20160119,032823,20223006,-5.5877,-81.101,37,4.7,OCEANO,MAR
18309,20160119,045714,20223006,-4.3386,-78.0092,33,4.6,PERU,AMAZONAS
18310,20160119,054523,20223006,-17.528,-72.9801,0,4.5,OCEANO,MAR
18311,20160119,064158,20223006,-7.4293,-79.8199,40,4.5,OCEANO,MAR
18312,20160119,082809,20223006,-12.9175,-73.9746,76,4.7,PERU,AYACUCHO
18313,20160119,125209,20223006,-8.0685,-75.3305,121,5.3,PERU,LORETO
18314,20160119,221244,20223006,-14.5884,-73.5887,112,5.1,PERU,AYACUCHO
18315,20160120,081439,20223006,-9.8268,-78.8868,33,4.5,OCEANO,MAR
18316,20160120,120109,20223006,-15.9469,-74.1402,57,5.4,OCEANO,MAR
18317,20160120,232050,20223006,-15.336,-73.0727,107,4.8,PERU,AREQUIPA
18318,20160121,032023,20223006,-15.8308,-72.9885,99,4.5,PERU,AREQUIPA
18319,20160121,114446,20223006,-6.0493,-81.4521,27,4.8,OCEANO,MAR
18320,20160121,120653,20223006,-6.0111,-81.3778,29,4.5,OCEANO,MAR
18321,20160121,130121,20223006,-5.9709,-81.4495,27,4.8,OCEANO,MAR
18322,20160121,173824,20223006,-8.6055,-74.9102,138,4.5,PERU,UCAYALI
18323,20160122,091951,20223006,-12.5629,-77.2841,31,4.5,OCEANO,MAR
18324,20160122,191157,20223006,-8.7535,-74.6993,150,5,PERU,HUANUCO
18325,20160123,073108,20223006,-16.7395,-72.4391,48,4.9,OCEANO,MAR
18326,20160123,084618,20223006,-17.1317,-71.4798,76,4.9,PERU,AREQUIPA
18327,20160123,125427,20223006,-5.7652,-77.4145,14,4.6,PERU,SAN MARTIN
18328,20160124,005132,20223006,-16.1325,-74.2831,29,4.5,OCEANO,MAR
18329,20160124,052433,20223006,-8.8099,-74.6487,170,5.2,PERU,HUANUCO
18330,20160124,171201,20223006,-18.3264,-71.4951,6,4.9,OCEANO,MAR
18331,20160125,064346,20223006,-6.0982,-76.8482,21,4.6,PERU,SAN MARTIN
18332,20160125,082805,20223006,-5.935,-76.6991,101,5.1,PERU,LORETO
18333,20160125,104613,20223006,-6.102,-76.8232,31,4.5,PERU,SAN MARTIN
18334,20160125,115459,20223006,-15.7358,-74.0023,93,4.7,PERU,AREQUIPA
18335,20160125,195132,20223006,-9.1908,-79.5171,12,4.6,OCEANO,MAR
18336,20160127,054914,20223006,-5.7673,-79.3754,106,4.5,PERU,CAJAMARCA
18337,20160127,075431,20223006,-6.0684,-76.8967,11,4.9,PERU,SAN MARTIN
18338,20160127,103006,20223006,-10.3892,-74.7064,152,4.9,PERU,PASCO
18339,20160129,005500,20223006,-14.6897,-73.6909,126,4.7,PERU,AYACUCHO
18340,20160129,011707,20223006,-3.9127,-81.2758,33,4.9,OCEANO,MAR
18341,20160129,084110,20223006,-12.2197,-77.6932,32,4.5,OCEANO,MAR
18342,20160129,160645,20223006,-15.7272,-71.8249,13,4.6,PERU,AREQUIPA
18343,20160129,162221,20223006,-8.8093,-79.4435,37,4.7,OCEANO,MAR
18344,20160129,172711,20223006,-6.115,-76.8515,31,4.6,PERU,SAN MARTIN
18345,20160130,064908,20223006,-7.7312,-74.7456,159,4.8,PERU,LORETO
18346,20160130,093036,20223006,-8.83,-79.4472,35,4.7,OCEANO,MAR
18347,20160130,113038,20223006,-16.1736,-72.3997,113,4.5,PERU,AREQUIPA
18348,20160130,130404,20223006,-7.1542,-78.1226,24,4.5,PERU,CAJAMARCA
18349,20160130,195530,20223006,-9.7576,-78.7432,39,4.6,OCEANO,MAR
18350,20160130,202733,20223006,-10.4745,-78.6188,23,4.5,OCEANO,MAR
18351,20160130,234130,20223006,-4.3971,-76.9295,100,4.5,PERU,LORETO
18352,20160131,074150,20223006,-8.2192,-74.3335,176,5.7,PERU,UCAYALI
18353,20160131,085940,20223006,-7.5688,-74.8281,172,4.6,PERU,LORETO
18354,20160131,101057,20223006,-15.055,-72.4394,98,4.5,PERU,AREQUIPA
18355,20160131,114038,20223006,-8.2759,-74.5384,180,4.9,PERU,UCAYALI
18356,20160202,131644,20223006,-4.6837,-78.762,142,4.5,PERU,CAJAMARCA
18357,20160203,044505,20223006,-5.5755,-77.2461,134,5,PERU,LORETO
18358,20160203,092749,20223006,-7.0951,-80.7599,20,4.9,OCEANO,MAR
18359,20160204,022615,20223006,-9.2961,-79.4537,20,4.7,OCEANO,MAR
18360,20160204,094206,20223006,-12.2494,-73.2452,21,4.6,PERU,CUSCO
18361,20160204,100911,20223006,-15.5901,-70.4246,242,4.5,PERU,PUNO
18362,20160205,174444,20223006,-7.6085,-74.809,151,5.1,PERU,LORETO
18363,20160205,175150,20223006,-16.7552,-69.9441,203,4.8,PERU,PUNO
18364,20160206,062023,20223006,-8.8511,-74.5703,143,5,PERU,UCAYALI
18365,20160207,053031,20223006,-15.4493,-75.3308,44,4.5,OCEANO,MAR
18366,20160207,113301,20223006,-16.0546,-70.0867,247,4.6,PERU,PUNO
18367,20160208,112336,20223006,-16.1661,-73.1258,93,4.6,PERU,AREQUIPA
18368,20160209,081858,20223006,-15.6217,-73.4594,101,5.3,PERU,AREQUIPA
18369,20160209,110738,20223006,-8.4014,-74.2754,184,4.9,PERU,UCAYALI
18370,20160210,113532,20223006,-4.6181,-79.6354,98,4.7,PERU,PIURA
18371,20160211,222527,20223006,-5.9893,-76.5564,115,4.9,PERU,LORETO
18372,20160212,041218,20223006,-17.835,-69.6948,165,4.9,PERU,CHILE
18373,20160212,052347,20223006,-4.4844,-77.9456,17,4.5,PERU,AMAZONAS
18374,20160212,062624,20223006,-6.2467,-76.5287,121,4.6,PERU,SAN MARTIN
18375,20160212,065033,20223006,-16.547,-72.4217,88,5.1,PERU,AREQUIPA
18376,20160213,034645,20223006,-17.1179,-71.0219,121,5.6,PERU,MOQUEGUA
18377,20160213,043223,20223006,-12.8961,-74.0048,80,4.5,PERU,AYACUCHO
18378,20160215,074615,20223006,-11.8889,-77.5875,31,4.9,OCEANO,MAR
18379,20160216,104626,20223006,-16.8227,-73.8856,31,5.9,OCEANO,MAR
18380,20160216,111130,20223006,-16.4683,-73.6415,11,4.7,OCEANO,MAR
18381,20160216,113350,20223006,-16.4945,-73.6617,20,4.5,OCEANO,MAR
18382,20160216,121638,20223006,-2.575,-80.8474,140,4.9,OCEANO,MAR
18383,20160216,135738,20223006,-16.5945,-73.6531,28,4.9,OCEANO,MAR
18384,20160216,222350,20223006,-15.7455,-73.1266,104,5,PERU,AREQUIPA
18385,20160217,033747,20223006,-7.8101,-76.2006,142,4.6,PERU,SAN MARTIN
18386,20160217,065203,20223006,-12.801,-77.1891,51,4.5,OCEANO,MAR
18387,20160217,091217,20223006,-16.5828,-73.6809,7,4.6,OCEANO,MAR
18388,20160217,091219,20223006,-8.777,-74.6755,147,4.5,PERU,HUANUCO
18389,20160217,151531,20223006,-8.2755,-79.7693,35,4.5,OCEANO,MAR
18390,20160217,235753,20223006,-9.6559,-75.8462,8,4.8,PERU,HUANUCO
18391,20160218,035511,20223006,-16.5662,-73.7136,20,4.6,OCEANO,MAR
18392,20160218,204854,20223006,-16.826,-74.2212,18,4.8,OCEANO,MAR
18393,20160218,210944,20223006,-7.9012,-77.884,22,4.5,PERU,LA LIBERTAD
18394,20160219,162755,20223006,-10.4874,-78.346,11,4.5,OCEANO,MAR
18395,20160219,232759,20223006,-18.5752,-71.0293,25,4.7,OCEANO,MAR
18396,20160220,004002,20223006,-15.7333,-71.7744,13,4.9,PERU,AREQUIPA
18397,20160220,020548,20223006,-15.717,-71.7548,6,5.3,PERU,AREQUIPA
18398,20160221,075534,20223006,-15.0171,-72.0124,143,4.7,PERU,AREQUIPA
18399,20160222,015230,20223006,-9.9043,-78.8442,33,4.9,OCEANO,MAR
18400,20160222,033717,20223006,-10.475,-75.3698,10,4.8,PERU,PASCO
18401,20160222,050125,20223006,-8.4477,-74.3629,205,5,PERU,UCAYALI
18402,20160222,063608,20223006,-8.1848,-74.3798,154,4.5,PERU,UCAYALI
18403,20160222,070152,20223006,-9.7578,-78.7154,47,4.9,OCEANO,MAR
18404,20160222,075804,20223006,-3.9457,-76.8278,61,4.8,PERU,LORETO
18405,20160222,090311,20223006,-18.4155,-71.0807,28,4.8,OCEANO,MAR
18406,20160222,175148,20223006,-8.1885,-74.4309,191,4.9,PERU,UCAYALI
18407,20160222,202935,20223006,-15.7067,-71.8012,7,5.2,PERU,AREQUIPA
18408,20160223,030912,20223006,-7.2133,-80.7885,33,4.6,OCEANO,MAR
18409,20160223,050934,20223006,-8.7847,-79.3919,47,4.8,OCEANO,MAR
18410,20160224,053652,20223006,-6.7286,-76.2365,114,4.5,PERU,SAN MARTIN
18411,20160224,082415,20223006,-15.6613,-70.3904,223,4.5,PERU,PUNO
18412,20160224,123424,20223006,-12.7563,-76.9068,55,4.5,OCEANO,MAR
18413,20160224,142634,20223006,-8.6268,-74.5177,150,4.8,PERU,UCAYALI
18414,20160224,144819,20223006,-16.1552,-72.383,128,4.6,PERU,AREQUIPA
18415,20160224,180149,20223006,-15.7159,-71.7564,11,4.6,PERU,AREQUIPA
18416,20160225,025202,20223006,-3.8755,-80.7673,36,4.6,PERU,TUMBES
18417,20160226,055115,20223006,-13.6812,-76.5513,48,4.6,OCEANO,MAR
18418,20160226,071851,20223006,-6.7846,-75.782,165,4.8,PERU,SAN MARTIN
18419,20160226,130952,20223006,-4.9176,-80.9844,47,4.9,PERU,PIURA
18420,20160226,132048,20223006,-13.5114,-76.6355,18,4.6,OCEANO,MAR
18421,20160228,145050,20223006,-15.7457,-71.7549,12,4.8,PERU,AREQUIPA
18422,20160228,190543,20223006,-13.8662,-69.413,107,5.3,PERU,PUNO
18423,20160228,215011,20223006,-5.6215,-77.4616,150,4.5,PERU,SAN MARTIN
18424,20160229,092124,20223006,-8.7724,-79.108,53,4.5,OCEANO,MAR
18425,20160301,012359,20223006,-18.3988,-70.8905,129,4.6,OCEANO,MAR
18426,20160301,014814,20223006,-15.3732,-74.1987,38,4.5,PERU,AYACUCHO
18427,20160301,023007,20223006,-15.1571,-76.3357,20,5.1,OCEANO,MAR
18428,20160301,085009,20223006,-7.7655,-74.5606,170,5.4,PERU,LORETO
18429,20160301,092722,20223006,-10.4989,-78.885,22,4.9,OCEANO,MAR
18430,20160302,040951,20223006,-6.3147,-76.0881,122,4.6,PERU,SAN MARTIN
18431,20160302,094955,20223006,-18.6462,-70.7735,40,5.3,OCEANO,MAR
18432,20160302,112228,20223006,-11.1957,-75.8983,10,4.6,PERU,JUNIN
18433,20160302,233156,20223006,-11.9397,-77.7723,46,4.7,OCEANO,MAR
18434,20160303,013132,20223006,-10.9619,-74.7821,10,4.6,PERU,JUNIN
18435,20160303,063153,20223006,-14.7057,-73.8537,105,4.9,PERU,AYACUCHO
18436,20160303,100940,20223006,-16.1245,-73.9781,47,5.3,OCEANO,MAR
18437,20160303,122334,20223006,-6.576,-76.0095,26,4.5,PERU,SAN MARTIN
18438,20160304,092451,20223006,-15.7122,-72.3589,133,4.7,PERU,AREQUIPA
18439,20160306,022327,20223006,-14.7356,-76.1574,21,4.5,OCEANO,MAR
18440,20160306,063420,20223006,-14.7562,-76.4016,24,4.9,OCEANO,MAR
18441,20160306,073240,20223006,-7.9538,-79.7706,30,4.6,OCEANO,MAR
18442,20160306,080347,20223006,-9.3731,-79.3199,41,4.5,OCEANO,MAR
18443,20160306,112928,20223006,-17.3461,-69.9681,143,4.2,PERU,TACNA
18444,20160306,130614,20223006,-14.9551,-76.2338,11,5,OCEANO,MAR
18445,20160306,134619,20223006,-14.8763,-76.0033,18,4.6,OCEANO,MAR
18446,20160306,153821,20223006,-14.8506,-76.4815,27,4.8,OCEANO,MAR
18447,20160306,162309,20223006,-18.08,-70.3846,99,5.1,PERU,TACNA
18448,20160306,172020,20223006,-10.9345,-74.9133,20,4.6,PERU,JUNIN
18449,20160306,233546,20223006,-5.0628,-79.4474,113,4.5,PERU,PIURA
18450,20160307,151645,20223006,-17.866,-70.4028,118,4.5,PERU,TACNA
18451,20160307,153137,20223006,-18.5761,-69.8443,151,4.6,PERU,CHILE
18452,20160308,031359,20223006,-18.0225,-69.4967,173,4.6,PERU,CHILE
18453,20160308,075313,20223006,-13.9048,-75.3314,106,4.7,PERU,HUANCAVELICA
18454,20160308,131211,20223006,-8.3794,-79.9908,29,4.6,OCEANO,MAR
18455,20160309,030439,20223006,-16.802,-70.5603,10,4.5,PERU,MOQUEGUA
18456,20160309,074712,20223006,-5.5562,-76.9793,127,4.7,PERU,LORETO
18457,20160309,144539,20223006,-14.64,-72.724,120,4.6,PERU,APURIMAC
18458,20160310,032244,20223006,-5.4585,-77.9675,13,4.7,PERU,AMAZONAS
18459,20160310,162236,20223006,-17.5428,-71.4006,13,4.5,OCEANO,MAR
18460,20160311,044909,20223006,-14.6676,-74.4834,151,4.5,PERU,AYACUCHO
18461,20160311,234153,20223006,-14.0927,-72.9532,112,4.8,PERU,APURIMAC
18462,20160312,001351,20223006,-7.7062,-74.7912,178,4.7,PERU,LORETO
18463,20160312,133019,20223006,-9.4093,-79.073,39,4.8,OCEANO,MAR
18464,20160313,052014,20223006,-17.5217,-69.8051,184,4.6,PERU,TACNA
18465,20160313,115838,20223006,-3.2189,-81.5841,5,4.6,OCEANO,MAR
18466,20160313,125619,20223006,-11.5786,-73.2002,27,4.6,PERU,CUSCO
18467,20160313,135723,20223006,-13.6515,-74.9861,97,4.6,PERU,HUANCAVELICA
18468,20160313,154604,20223006,-5.6994,-77.5887,31,4.7,PERU,SAN MARTIN
18469,20160314,033157,20223006,-8.92,-79.8871,12,4.7,OCEANO,MAR
18470,20160314,043050,20223006,-16.4529,-73.434,32,4.7,OCEANO,MAR
18471,20160314,182429,20223006,-14.2479,-74.2955,97,4.6,PERU,AYACUCHO
18472,20160316,064339,20223006,-8.3372,-75.307,38,4.6,PERU,UCAYALI
18473,20160316,160437,20223006,-9.6242,-74.9488,137,4.9,PERU,HUANUCO
18474,20160317,010403,20223006,-16.8158,-69.8912,194,5.1,PERU,PUNO
18475,20160317,073900,20223006,-8.0624,-76.0621,119,4.7,PERU,SAN MARTIN
18476,20160317,123905,20223006,-3.4794,-79.8806,45,4.5,ECUADOR,ECUADOR
18477,20160318,045912,20223006,-13.5635,-72.6124,4,4.5,PERU,APURIMAC
18478,20160318,082134,20223006,-8.6662,-75.7625,50,4.7,PERU,UCAYALI
18479,20160318,142434,20223006,-3.0381,-78.1803,57,4.5,ECUADOR,ECUADOR
18480,20160318,171506,20223006,-8.5606,-74.8002,121,5.2,PERU,UCAYALI
18481,20160318,192230,20223006,-7.5768,-74.7918,135,4.7,PERU,LORETO
18482,20160320,060349,20223006,-5.6563,-78.8393,20,4.9,PERU,CAJAMARCA
18483,20160320,121228,20223006,-9.2092,-75.9598,4,4.7,PERU,HUANUCO
18484,20160321,031820,20223006,-4.6288,-80.2323,45,4.6,PERU,PIURA
18485,20160321,045042,20223006,-4.9065,-76.9196,121,4.7,PERU,LORETO
18486,20160321,083111,20223006,-5.4646,-77.9603,13,5,PERU,AMAZONAS
18487,20160321,130157,20223006,-8.7463,-75.7247,140,4.9,PERU,UCAYALI
18488,20160322,015502,20223006,-13.3015,-74.6258,74,4.5,PERU,AYACUCHO
18489,20160322,045247,20223006,-3.4894,-80.186,69,5,ECUADOR,ECUADOR
18490,20160322,141525,20223006,-15.1541,-72.487,128,4.6,PERU,AREQUIPA
18491,20160322,220655,20223006,-13.9367,-75.8315,56,4.5,PERU,ICA
18492,20160323,001309,20223006,-14.9094,-72.5419,124,4.6,PERU,AREQUIPA
18493,20160323,040926,20223006,-16.1581,-69.7438,265,5,PERU,PUNO
18494,20160324,031409,20223006,-7.5682,-74.6925,155,4.9,PERU,LORETO
18495,20160324,055439,20223006,-8.7078,-79.3959,42,4.5,OCEANO,MAR
18496,20160324,060458,20223006,-9.1262,-75.2053,123,4.7,PERU,HUANUCO
18497,20160324,154436,20223006,-7.5976,-81.1543,20,4.5,OCEANO,MAR
18498,20160325,015837,20223006,-14.8441,-75.3971,28,4.6,PERU,ICA
18499,20160325,061152,20223006,-11.7864,-77.58,52,4.5,OCEANO,MAR
18500,20160326,082707,20223006,-2.7706,-77.8576,170,5,ECUADOR,ECUADOR
18501,20160326,132000,20223006,-9.993,-78.7945,20,4.7,OCEANO,MAR
18502,20160327,000024,20223006,-13.0774,-75.0906,91,4.9,PERU,HUANCAVELICA
18503,20160327,020848,20223006,-3.6721,-80.8198,19,4.9,OCEANO,MAR
18504,20160327,024258,20223006,-12.0893,-77.3181,56,4.7,OCEANO,MAR
18505,20160327,085658,20223006,-14.4442,-75.7727,52,5,PERU,ICA
